hour_ts,avg_tps
2025-03-17 00:00:00+00:00,9.817727146429565
2025-03-17 01:00:00+00:00,12.462051709758132
2025-03-17 02:00:00+00:00,8.092525701583773
2025-03-17 03:00:00+00:00,9.586321934945788
2025-03-17 04:00:00+00:00,8.836297943301835
2025-03-17 05:00:00+00:00,10.458738538482912
2025-03-17 06:00:00+00:00,9.167083680845147
2025-03-17 07:00:00+00:00,10.11308696860239
2025-03-17 08:00:00+00:00,11.643135075041688
2025-03-17 09:00:00+00:00,10.06751875520978
2025-03-17 10:00:00+00:00,11.386881600889383
2025-03-17 11:00:00+00:00,9.053362979433018
2025-03-17 12:00:00+00:00,8.400047666274574
2025-03-17 13:00:00+00:00,6.610339077265146
2025-03-17 14:00:00+00:00,9.739855475264033
2025-03-17 15:00:00+00:00,9.120866907474298
2025-03-17 16:00:00+00:00,8.626181211784322
2025-03-17 17:00:00+00:00,6.637854363535298
2025-03-17 18:00:00+00:00,6.92720200055571
2025-03-17 19:00:00+00:00,8.902445803224014
2025-03-17 20:00:00+00:00,8.891050583657588
2025-03-17 21:00:00+00:00,8.174215059738817
2025-03-17 22:00:00+00:00,7.209282934963869
2025-03-17 23:00:00+00:00,6.853807670928293
2025-03-18 00:00:00+00:00,7.748471372984991
2025-03-18 01:00:00+00:00,11.929233532350171
2025-03-18 02:00:00+00:00,8.842690383546415
2025-03-18 03:00:00+00:00,8.873575993331482
2025-03-18 04:00:00+00:00,6.616838010558489
2025-03-18 05:00:00+00:00,11.557099194220616
2025-03-18 06:00:00+00:00,8.358532518065592
2025-03-18 07:00:00+00:00,8.510419560989163
2025-03-18 08:00:00+00:00,11.089494163424124
2025-03-18 09:00:00+00:00,12.561145080600332
2025-03-18 10:00:00+00:00,11.826618505140315
2025-03-18 11:00:00+00:00,11.149249583101724
2025-03-18 12:00:00+00:00,11.19899944413563
2025-03-18 13:00:00+00:00,11.068630175048623
2025-03-18 14:00:00+00:00,11.848804891606449
2025-03-18 15:00:00+00:00,11.043106859001064
2025-03-18 16:00:00+00:00,10.688715953307392
2025-03-18 17:00:00+00:00,11.181439288691305
2025-03-18 18:00:00+00:00,11.34408004446915
2025-03-18 19:00:00+00:00,10.912173429683158
2025-03-18 20:00:00+00:00,11.82772992497916
2025-03-18 21:00:00+00:00,12.163146192329071
2025-03-18 22:00:00+00:00,11.166481378543637
2025-03-18 23:00:00+00:00,11.103084190052792
