epoch_index,hour_ts,tx_shard,avg_tps
3062.0,2025-03-18 15:00:00.000000 UTC,2,8.4671689989235741
3062.0,2025-03-18 15:00:00.000000 UTC,4,13.981700753498385
3062.0,2025-03-18 15:00:00.000000 UTC,5,10.289558665231432
3062.0,2025-03-18 15:00:00.000000 UTC,6,10.634015069967708
3062.0,2025-03-18 15:00:00.000000 UTC,7,11.210979547900969
3063.0,2025-03-18 15:00:00.000000 UTC,0,18.213937804421132
3063.0,2025-03-18 15:00:00.000000 UTC,1,0.36118396403147246
3063.0,2025-03-18 15:00:00.000000 UTC,2,7.9486699138254027
3063.0,2025-03-18 15:00:00.000000 UTC,4,11.164106406893968
3063.0,2025-03-18 15:00:00.000000 UTC,5,9.9250655676283248
3063.0,2025-03-18 15:00:00.000000 UTC,6,10.792431622330461
3063.0,2025-03-18 15:00:00.000000 UTC,7,10.875234170101162
3063.0,2025-03-18 16:00:00.000000 UTC,0,19.418565869927736
3063.0,2025-03-18 16:00:00.000000 UTC,1,1.9852695942190106
3063.0,2025-03-18 16:00:00.000000 UTC,2,7.9030016675931076
3063.0,2025-03-18 16:00:00.000000 UTC,4,11.344635908838244
3063.0,2025-03-18 16:00:00.000000 UTC,5,9.390494719288494
3063.0,2025-03-18 16:00:00.000000 UTC,6,11.150639244024457
3063.0,2025-03-18 16:00:00.000000 UTC,7,10.688715953307392
3063.0,2025-03-18 17:00:00.000000 UTC,0,20.093081411503196
3063.0,2025-03-18 17:00:00.000000 UTC,1,0.252014448457905
3063.0,2025-03-18 17:00:00.000000 UTC,2,8.029174770769659
3063.0,2025-03-18 17:00:00.000000 UTC,4,11.399277577104751
3063.0,2025-03-18 17:00:00.000000 UTC,5,9.5112531258682971
3063.0,2025-03-18 17:00:00.000000 UTC,6,10.702139483189775
3063.0,2025-03-18 17:00:00.000000 UTC,7,11.181439288691303
3063.0,2025-03-18 18:00:00.000000 UTC,0,17.596164535853251
3063.0,2025-03-18 18:00:00.000000 UTC,1,0.26014452473596444
3063.0,2025-03-18 18:00:00.000000 UTC,2,7.6392440244580326
3063.0,2025-03-18 18:00:00.000000 UTC,4,11.11284046692607
3063.0,2025-03-18 18:00:00.000000 UTC,5,9.3393551973318516
3063.0,2025-03-18 18:00:00.000000 UTC,6,9.1284046692607
3063.0,2025-03-18 18:00:00.000000 UTC,7,11.34408004446915
3063.0,2025-03-18 19:00:00.000000 UTC,0,18.92940522512507
3063.0,2025-03-18 19:00:00.000000 UTC,1,0.33157309616453584
3063.0,2025-03-18 19:00:00.000000 UTC,2,7.736242356864925
3063.0,2025-03-18 19:00:00.000000 UTC,4,10.866592551417455
3063.0,2025-03-18 19:00:00.000000 UTC,5,9.3829905503057258
3063.0,2025-03-18 19:00:00.000000 UTC,6,8.3076709282934971
3063.0,2025-03-18 19:00:00.000000 UTC,7,10.912173429683158
3063.0,2025-03-18 20:00:00.000000 UTC,0,17.333148096693527
3063.0,2025-03-18 20:00:00.000000 UTC,1,0.30369547096415672
3063.0,2025-03-18 20:00:00.000000 UTC,2,8.0803000833564873
3063.0,2025-03-18 20:00:00.000000 UTC,4,10.93803834398444
3063.0,2025-03-18 20:00:00.000000 UTC,5,8.679633231453181
3063.0,2025-03-18 20:00:00.000000 UTC,6,9.00027785495971
3063.0,2025-03-18 20:00:00.000000 UTC,7,11.827729924979161
3063.0,2025-03-18 21:00:00.000000 UTC,0,17.91634241245136
3063.0,2025-03-18 21:00:00.000000 UTC,1,0.26209005002779323
3063.0,2025-03-18 21:00:00.000000 UTC,2,7.1887159533073932
3063.0,2025-03-18 21:00:00.000000 UTC,4,10.267648693718733
3063.0,2025-03-18 21:00:00.000000 UTC,5,8.9132851584213455
3063.0,2025-03-18 21:00:00.000000 UTC,6,9.2576431350750426
3063.0,2025-03-18 21:00:00.000000 UTC,7,12.163146192329071
3063.0,2025-03-18 22:00:00.000000 UTC,0,17.0917176209005
3063.0,2025-03-18 22:00:00.000000 UTC,1,0.24986103390772652
3063.0,2025-03-18 22:00:00.000000 UTC,2,6.9060589216231243
3063.0,2025-03-18 22:00:00.000000 UTC,4,9.93857698721512
3063.0,2025-03-18 22:00:00.000000 UTC,5,9.1873262923846575
3063.0,2025-03-18 22:00:00.000000 UTC,6,10.133129516397998
3063.0,2025-03-18 22:00:00.000000 UTC,7,11.166481378543635
3063.0,2025-03-18 23:00:00.000000 UTC,0,17.393164767991109
3063.0,2025-03-18 23:00:00.000000 UTC,1,0.22561822728535705
3063.0,2025-03-18 23:00:00.000000 UTC,2,6.9377604890247291
3063.0,2025-03-18 23:00:00.000000 UTC,4,9.6098916365657132
3063.0,2025-03-18 23:00:00.000000 UTC,5,9.66046123923312
3063.0,2025-03-18 23:00:00.000000 UTC,6,7.9961100305640453
3063.0,2025-03-18 23:00:00.000000 UTC,7,11.103084190052792










