hour_ts,avg_tps
2025-03-17 00:00:00+00:00,14.341761600444569
2025-03-17 01:00:00+00:00,16.27383931053656
2025-03-17 02:00:00+00:00,16.456237843845514
2025-03-17 03:00:00+00:00,14.847372810675562
2025-03-17 04:00:00+00:00,14.009449694274595
2025-03-17 05:00:00+00:00,14.12142261739372
2025-03-17 06:00:00+00:00,14.932721712538228
2025-03-17 07:00:00+00:00,13.424562378438456
2025-03-17 08:00:00+00:00,14.202056698165649
2025-03-17 09:00:00+00:00,16.583217560433454
2025-03-17 10:00:00+00:00,15.857142857142858
2025-03-17 11:00:00+00:00,15.816842690383549
2025-03-17 12:00:00+00:00,11.703790237639442
2025-03-17 13:00:00+00:00,14.208727070594774
2025-03-17 14:00:00+00:00,19.981934408004445
2025-03-17 15:00:00+00:00,19.48041122534037
2025-03-17 16:00:00+00:00,18.153418565869927
2025-03-17 17:00:00+00:00,17.016120066703724
2025-03-17 18:00:00+00:00,18.653514865240343
2025-03-17 19:00:00+00:00,15.237354085603112
2025-03-17 20:00:00+00:00,18.964424680377988
2025-03-17 21:00:00+00:00,17.72520144484579
2025-03-17 22:00:00+00:00,17.97971095052807
2025-03-17 23:00:00+00:00,17.81211784324625
2025-03-18 00:00:00+00:00,20.553085047248477
2025-03-18 01:00:00+00:00,21.75326969128913
2025-03-18 02:00:00+00:00,20.78349082823791
2025-03-18 03:00:00+00:00,17.40955821061406
2025-03-18 04:00:00+00:00,14.212559044178938
2025-03-18 05:00:00+00:00,18.106140594609613
2025-03-18 06:00:00+00:00,18.438021122846024
2025-03-18 07:00:00+00:00,18.254515143095304
2025-03-18 08:00:00+00:00,20.569760978321288
2025-03-18 09:00:00+00:00,24.074485825458588
2025-03-18 10:00:00+00:00,21.0705751597666
2025-03-18 11:00:00+00:00,18.249305169538637
2025-03-18 12:00:00+00:00,17.68093385214008
2025-03-18 13:00:00+00:00,18.890803000833564
2025-03-18 14:00:00+00:00,16.519733185102837
2025-03-18 15:00:00+00:00,18.234525414589466
2025-03-18 16:00:00+00:00,19.418565869927736
2025-03-18 17:00:00+00:00,20.0930814115032
2025-03-18 18:00:00+00:00,17.59616453585325
2025-03-18 19:00:00+00:00,18.92940522512507
2025-03-18 20:00:00+00:00,17.333148096693527
2025-03-18 21:00:00+00:00,17.91634241245136
2025-03-18 22:00:00+00:00,17.0917176209005
2025-03-18 23:00:00+00:00,17.39316476799111
