epoch_index,avg_latency_sec
3063.0,3.7686953595752808
3064.0,3.6173729768875011
3065.0,2.8990948836164305
3066.0,2.3256634300782122
3067.0,4.0348652001654157
3068.0,3.7639827550326093
3069.0,3.7576994531229535
3070.0,3.84040345152813
3071.0,4.1135385270541853
3072.0,4.0174441188958339
3073.0,3.9061961425434455
3074.0,4.0332451505919549
3075.0,3.8767940094619631
3076.0,3.7995875938339831
3077.0,3.9444727823956658
3078.0,3.8493771299871846
3079.0,3.937006088361561
3080.0,3.8572737863831761
3081.0,3.7829684282024352
3082.0,4.0598548811887607
3083.0,3.8625450030624506
3084.0,3.812842875228581
3085.0,3.8901530900940031
3086.0,4.3875873905723068
3087.0,3.8550643894269903
3088.0,4.1548795014840838
3089.0,4.1040790956626019
3090.0,4.3455534706474719
3091.0,4.1627560304004456
3092.0,4.0012487916024213
3093.0,3.8988371147434346
3094.0,3.89401562972142
3095.0,4.2711327480132608
3096.0,4.1403232568969282
3097.0,4.13152878595809
3098.0,4.3388436544743705
3099.0,4.0806166766811094
3100.0,4.0921886988076785
3101.0,4.0523280833118234
3102.0,4.1129798198177951
3103.0,4.24268611833063
3104.0,4.0836349639759968
3105.0,4.2200536739285255
3106.0,4.1678665590529969
3107.0,4.1980525408256391
3108.0,4.1166825818594495
3109.0,4.1568183543342911
3110.0,4.2615241762195044
3111.0,4.1911617118806834
3112.0,5.05529831132818
3113.0,4.8211868679560368
3114.0,4.0894291578409883
3115.0,4.2354282531084078
3116.0,4.4950697926167278
3117.0,4.0159257092717242
3118.0,3.835465747042
3119.0,4.1858548496379919
3120.0,3.9545916839135784
3121.0,4.0810361452865083
3122.0,3.8143411666783322
3123.0,4.1480333940687686
3124.0,3.9364043178194179
3125.0,3.9382027861158151
3126.0,4.06065356146749
3127.0,4.0022325499146278
3128.0,4.201096182299227
3129.0,3.7396561225337117
3130.0,4.25255048358754
3131.0,4.1844449973070654
3132.0,4.1948079966754213
3133.0,4.1099044290427953
3134.0,3.9544652453092897
3135.0,4.1763043675702471
3136.0,3.9061081696568691
3137.0,4.1458755508738081
3138.0,4.0113989434905708
3139.0,4.1670208882235249
3140.0,4.2941225814109876
3141.0,4.369679304414225
3142.0,4.1331501272264672
3143.0,3.8627874625701173
3144.0,4.1763947146715381
3145.0,3.9445463396573124
3146.0,4.0898852829088117
3147.0,3.6057131346110571
3148.0,4.19159953690782
3149.0,4.1102345038707959
3150.0,4.05051609404189
3151.0,4.0728831194569732
3152.0,4.0499398489935512
3153.0,4.3037563967521857
3154.0,3.919047896952772
3155.0,3.4120047510121045
3156.0,3.0870141034875376
3157.0,3.0336874817285868
3158.0,3.112461328288211
3159.0,3.1390177465306195
3160.0,2.6462091119127717
3161.0,2.4744375964986167
3162.0,2.495796720579579
3163.0,2.2794240299770316
3164.0,1.9718416229263895
3165.0,1.9616594208238152
3166.0,2.1081130489908455
3167.0,2.0460470704826532
3168.0,1.8982277257218665
3169.0,2.0976292338899136
3170.0,2.1585847678333225
3171.0,2.1576429612036758
3172.0,2.2086996880913192
3173.0,1.9736742844464144
3174.0,2.0678401934193413
3175.0,2.0008220292041354
3176.0,1.905719065389635
3177.0,2.0740588475576778
3178.0,2.0008722958827638
3179.0,1.9599268206293061
3180.0,1.9547385781200188
3181.0,1.9080786178512044
3182.0,1.9392300113397665
3183.0,1.7699541634222511
3184.0,1.936138091725665
3185.0,1.9459928176779808
3186.0,1.7716567115297641
3187.0,1.875757168824068
3188.0,1.9820658884778584
3189.0,2.018889969473479
3190.0,1.9161032765205366
3191.0,2.0588492311184257
3192.0,2.0138344951828961
3193.0,1.8699834799005461
3194.0,1.9158586406202305
3195.0,2.0356239944840251
3196.0,1.9420065204226038
3197.0,1.9257475578033505
3198.0,1.939495812769763
3199.0,1.8776347032570884
3200.0,1.8316240372338239
3201.0,1.9427961415581219
3202.0,1.94319074751926
3203.0,2.1347318180301076
3204.0,1.9995987079712383
3205.0,1.987397836211741
3206.0,2.0209695689337641
3207.0,2.0001892919501971
3208.0,1.9692502119326665
3209.0,1.9496327029175631
3210.0,1.9899961875234331
3211.0,2.1493403439667289
3212.0,2.0405495511998488
3213.0,2.0133136955303579
3214.0,1.8904219288174515
3215.0,1.8888607475857788
3216.0,2.0710893475256089
3217.0,1.9898777645541992
3218.0,1.9765716752474234
3219.0,1.8944823573312415
3220.0,1.9310023674185506
3221.0,1.9379356351822727
3222.0,1.9296376773190591
3223.0,2.0109548519716181
3224.0,1.9631855724785938
3225.0,1.8994171510596176
3226.0,2.0801266796579143
3227.0,2.0134053412772426
3228.0,1.9539335342192554
3229.0,2.0118662756011974
3230.0,1.9934798615136384
3231.0,2.0232505210314686
3232.0,2.0151904358572068
3233.0,2.0625605675235712
3234.0,1.9056161602355475
3235.0,1.8317659762442344
3236.0,2.0958706883342537
3237.0,1.9806788940757403
3238.0,1.865887569657767
3239.0,2.0591508988518186
3240.0,1.9793875599851207
3241.0,2.0476376401475829
3242.0,1.9910953032026937
3243.0,2.0475135096376369
3244.0,1.9880135714108826
3245.0,1.9461241996014456
3246.0,1.9687283173273316
3247.0,1.9661636745511837
3248.0,1.9178560053955818
3249.0,2.0304914308727717
3250.0,1.928190998732469
3251.0,1.8326423773505032
3252.0,2.0517062936670705
3253.0,1.9205025262708446
3254.0,1.9695381580963927
3255.0,1.9836372151206478
3256.0,1.9524729967115861
3257.0,1.9352584168005069
3258.0,1.9461414790996809
3259.0,2.0156054453824721
3260.0,1.9454058989658778
3261.0,1.9201164896666656
3262.0,2.0197173612290973
3263.0,1.9323141259904077
3264.0,1.9965537243661924
3265.0,2.066207767827096
3266.0,1.9934279252006921
3267.0,2.0074096466478548
3268.0,1.9972411724493924
3269.0,1.9850376777579264
3270.0,2.0602110754125609
3271.0,1.9629958107104488
3272.0,1.9317890993379576
3273.0,1.9306319632403866
3274.0,1.8832250367745005
3275.0,1.9998036300389952
3276.0,1.9650993757340529
3277.0,1.9152527394839172
3278.0,2.0031987738550616
3279.0,1.9318686037357751
3280.0,1.9580032793327942
3281.0,1.9650801572405519
3282.0,2.0421616659388455
3283.0,1.9981051968989469
3284.0,2.0129564009910843
3285.0,2.0801433653152852
3286.0,2.0255083379186845
3287.0,1.8916328961008941
3288.0,2.0693535596720745
3289.0,2.1907781826191481
