epoch_index,total_avg_tps
3371,63.67474914
3372,57.17442953
3373,44.41732463
3374,69.00716927
3375,57.50444063
3376,49.97924422
3377,55.47867263
3378,60.53999849
3379,57.78225259
3380,49.65129123
3381,57.71137204
3382,53.11895925
3383,42.44883119
3384,62.04002276
3385,56.295574
3386,44.10979296
3387,63.22965703
3388,56.97987188
3389,57.57554888
3390,54.18968273
3391,58.03857814
3392,55.79546918
3393,42.71860696
3394,66.68965911
3395,67.84763202
3396,50.28291094
3397,73.06562949
3398,67.96755017
3399,53.41321402
3400,47.99478261
3401,77.570084
3402,63.15861701
3403,47.92615374
3404,62.81442592
3405,58.03534421
3406,44.92113901
3407,66.19802206
3408,59.75643413
3409,48.31798078
3410,72.75363921
3411,70.78471039
3412,67.21299761
3413,59.46060881
3414,75.04092995
3415,70.26478788
3416,48.72574096
3417,81.71221656
3418,72.82539145
3419,48.93845228
3420,81.25899198
3421,66.69669452
3422,56.60732025
3423,65.88034383
3424,70.89472085
3425,68.15072308
3426,58.25215721
3427,67.26122449
3428,66.61405855
3429,50.98163945
3430,69.62517616
3431,64.03721374
3432,48.2463757
3433,72.59215523
3434,64.71251284
3435,56.04283274
3436,56.16118083
3437,62.70284975
3438,58.61873165
3439,46.86138047
3440,67.02767942
3441,61.24856013
3442,42.17875658
3443,69.80863315
3444,64.85916179
3445,50.28530827
3446,62.59676807
3447,60.36238479
3448,55.74449873
3449,52.00123832
3450,59.44421186
3451,56.14786169
3452,44.28908566
3453,66.4297056
3454,57.61075252
3455,43.21042427
3456,66.06016692
3457,61.74996229
3458,51.02155466
3459,56.62002957
3460,65.72397937
3461,57.52259332
3462,56.86408622
3463,59.70816923
3464,58.02085487
3465,40.03042052
3466,75.15927763
3467,61.75658678
3468,43.61516734
3469,53.60016305
3470,81.51640647
3471,54.97851525
3472,52.1452339
3473,68.20006895
3474,57.38279234
3475,42.27851864
3476,70.81984726
3477,61.28105028
3478,54.3743501
