epoch_index,avg_tps
2439.0,16.558254527473885
2440.0,16.105083335158458
2441.0,17.780110670695812
2442.0,16.827080976535417
2443.0,15.936861927003529
2444.0,16.388157640044906
2445.0,18.672035326883613
2446.0,13.40256353753489
2447.0,11.472241860465116
2448.0,16.189636245232116
2449.0,19.71302876480541
2450.0,15.948211310750048
2451.0,13.29088329831744
2452.0,17.42361631712713
2453.0,19.710097314959512
2454.0,18.68476108706699
2455.0,11.948085681753486
2456.0,17.111920956042237
2457.0,15.9052477626493
2458.0,22.75992922090436
2459.0,22.62668416447944
2460.0,13.218083508561127
2461.0,14.84380891402554
2462.0,24.765062768821902
2463.0,25.634194467789676
2464.0,11.311715354290913
2465.0,6.529095190043727
2466.0,13.885669019733676
2467.0,18.13612717885011
2468.0,23.17195025661271
2469.0,31.01055949566588
2470.0,28.683616152093645
2471.0,17.98675161994838
2472.0,19.493574021387225
2473.0,19.40617611088463
2474.0,19.151976107516177
2475.0,21.56267898383372
2476.0,21.32052294958616
2477.0,19.99996195548792
2478.0,21.773095010720915
2479.0,20.38275033483022
2480.0,22.170273431788274
2481.0,21.67009305547754
2482.0,21.57836967656959
2483.0,21.900684123614056
2484.0,21.8256232809866
2485.0,16.73817478138635
2486.0,17.244330014009314
2487.0,15.57423121691135
2488.0,16.94606508492156
2489.0,20.915494856878684
2490.0,28.950397010742645
2491.0,23.86625945847388
2492.0,19.60831935850729
2493.0,20.85361518680986
2494.0,20.845883167326846
2495.0,18.814832767813865
2496.0,21.347517730496453
2497.0,23.210609799083535
2498.0,19.204249367767645
2499.0,17.959846177871476
2500.0,16.39602523532139
2501.0,17.14083655484509
2502.0,19.57058173050777
2503.0,21.79947671003685
2504.0,22.18454419250347
2505.0,20.58446247544984
2506.0,21.046470887411232
2507.0,20.706253237358677
2508.0,20.44368195559842
2509.0,20.733438779307775
2510.0,19.50088964673611
2511.0,19.63262214833287
2512.0,20.47923074072701
2513.0,19.586831182977445
2514.0,20.231954642624775
2515.0,19.678330115830114
2516.0,19.10021601462253
2517.0,20.194991120292848
2518.0,18.225847625211237
2519.0,19.17932500664364
2520.0,20.774314656088404
2521.0,18.469500313174198
2522.0,19.68458284208336
2523.0,21.134148249900015
2524.0,19.33027267668336
2525.0,19.692823841301763
2526.0,20.76447637810484
2527.0,18.818929470283983
2528.0,19.354190299918404
2529.0,19.01448370331574
2530.0,19.71563555005094
2531.0,19.05029393877965
2532.0,18.368594775188186
2533.0,20.5752400644148
2534.0,18.955765845070424
2535.0,20.41976465078157
2536.0,18.92530336378333
2537.0,19.25712895377129
2538.0,19.704894913129493
2539.0,17.995215311004785
2540.0,19.518250284107324
2541.0,18.786794512004988
2542.0,19.53771378877186
2543.0,20.732796881633284
2544.0,19.1120801925885
2545.0,20.454112221368177
2546.0,19.19803321163585
2547.0,19.70177628965439
2548.0,20.722357516376885
2549.0,19.2301508307174
2550.0,20.019602383471625
2551.0,19.043952319078016
2552.0,19.698933958845853
2553.0,20.319341097317952
2554.0,19.56489552011571
2555.0,20.168213936706007
2556.0,19.760333855769776
2557.0,19.790656314541422
2558.0,18.122906238915384
2559.0,18.705593018643395
2560.0,19.060746774254937
2561.0,19.853833414515343
2562.0,19.154335248701692
2563.0,26.38680113505637
2564.0,22.632469278033795
2565.0,20.20861061281176
2566.0,19.55754002996167
2567.0,19.05652346857597
2568.0,20.604486148000237
2569.0,17.97564394603119
2570.0,18.55884175866744
2571.0,17.34059261658031
2572.0,16.423339552979474
2573.0,18.12995521483191
2574.0,11.808613897575436
2575.0,20.29286989196806
2576.0,22.582669431408927
2577.0,18.03486484861843
2578.0,19.961808369739263
2579.0,17.338353062464332
2580.0,17.379055449048813
2581.0,17.80208546309548
2582.0,119.1128914341416
2583.0,18.40055292259084
2584.0,17.88869389271999
2585.0,17.493485742379548
2586.0,17.904660270623097
2587.0,18.59630807383852
2588.0,19.3411078140455
2589.0,19.206253832004904
2590.0,19.07204361646481
2591.0,18.83181121667177
2592.0,20.57823251004256
2593.0,19.784210957333556
2594.0,22.059312638580927
2595.0,20.88743208837032
2596.0,23.28155902488499
2597.0,22.70416075737204
2598.0,24.256884893646383
2599.0,24.644018340975407
2600.0,25.172489734975738
2601.0,21.904516479045164
2602.0,26.89515356006288
2603.0,25.94563348550424
2604.0,23.9749392004864
2605.0,24.94331362292472
2606.0,22.879593478388824
2607.0,22.29117395363311
2608.0,22.971019095636983
2609.0,23.30741731945069
2610.0,23.32983324242188
2611.0,23.351446373810965
2612.0,23.218810169358324
2613.0,21.204772339907475
2614.0,16.41279495524817
2615.0,16.031757480834226
2616.0,16.54706853839802
2617.0,18.50153789370079
2618.0,16.78062358530965
2619.0,17.31420841125214
2620.0,16.309156473456678
2621.0,16.791277448765697
2622.0,16.400131433030765
2623.0,15.964822264181922
2624.0,5.442600542491617
2625.0,24.346129105886742
2626.0,15.757648532943511
2627.0,15.335108846688282
2628.0,15.916384367512189
2629.0,15.735436640808604
2630.0,16.234716653577483
2631.0,16.00589427531436
2632.0,15.903166580711709
2633.0,16.222291757932286
2634.0,16.056957848717314
2635.0,16.28767879035554
2636.0,15.639013833488924
2637.0,16.431097932832838
2638.0,15.692298131499358
2639.0,15.9464835622139
2640.0,16.18545340050378
2641.0,16.169127545010937
2642.0,17.20084405558415
2643.0,16.899882529934256
2644.0,16.358611798890912
2645.0,16.2934984137448
2646.0,17.335693344767755
2647.0,16.32094128157232
2648.0,16.453203636291303
2649.0,14.61210590597636
2650.0,15.452444944475696
2651.0,15.185304981114752
2652.0,15.068820644060567
2653.0,16.34775581250777
2654.0,12.110552050153178
2655.0,23.59906598984772
2656.0,16.412898717527128
2657.0,16.205363429281423
2658.0,16.208418806925412
2659.0,15.677429363339265
2660.0,16.441047579298832
2661.0,16.07258744825692
2662.0,16.863164868837863
2663.0,15.948270410421804
2664.0,16.525577384207647
2665.0,16.04552454486003
2666.0,16.13198438352714
2667.0,16.949887761888927
2668.0,15.973660760542948
2669.0,16.10347354536128
2670.0,15.984843759745525
2671.0,16.11698380608991
2672.0,15.595441836821148
