epoch_index,avg_latency_per_epoch_sec
3734.0,1.8543495330558604
3735.0,1.8958164873613765
3736.0,1.8920612473433083
3737.0,1.893761347484366
3738.0,1.94333038418195
3739.0,1.979758593732993
3740.0,1.9079165978552308
3741.0,1.9822355074862905
3742.0,1.9179843082552321
3743.0,1.9368440795179656
3744.0,2.026211924097092
3745.0,2.01759010446048
3746.0,1.9447162252460055
3747.0,1.9404947950270655
3748.0,2.0176147668516595
3749.0,1.923545102038153
3750.0,1.9127778013527543
3751.0,2.017385500756693
3752.0,2.0720534234810133
3753.0,1.8692777943973609
3754.0,1.980868648362035
3755.0,2.014709201003983
3756.0,1.9297971180996818
3757.0,1.9337710042090777
3758.0,2.0612448679061455
3759.0,2.065977470116468
3760.0,1.9150672797922945
3761.0,1.9322045529192975
3762.0,1.9314379807565065
3763.0,1.7768707371556762
3764.0,1.9372497024372508
3765.0,1.917536716720857
3766.0,1.876274260634082
3767.0,1.8717107774370365
3768.0,2.0644863250367496
3769.0,1.8780615387534954
3770.0,1.8805313077628771
3771.0,2.0013548816292293
3772.0,1.9544083653863618
3773.0,1.8563049981661734
3774.0,1.91784697635718
3775.0,2.3460656395902015
3776.0,1.7221268693364127
3777.0,1.8605522878307512
3778.0,1.9524745266109658
3779.0,1.7799592037992953
3780.0,1.8854366092046062
3781.0,1.9048776660681546
3782.0,1.893497083282372
3783.0,1.8891068603804513
3784.0,1.869512974571505
3785.0,1.891310133438149
3786.0,1.7659081528496627
3787.0,1.8351505101967653
3788.0,1.8465564492657127
3789.0,1.8051880967826213
3790.0,2.0647393898071242
3791.0,1.9452888707151241
3792.0,1.8937236709289103
3793.0,1.8950517038657888
3794.0,1.8736296784455735
3795.0,1.8171778884088141
3796.0,1.821416419516962
3797.0,1.8123839565058601
3798.0,1.8857684028740376
3799.0,1.8827312460746546
3800.0,1.904369519304368
3801.0,2.027283293853911
3802.0,1.9135530496852686
3803.0,1.9044032872126944
3804.0,1.9470881378553453
3805.0,1.8570022220577336
3806.0,1.9714597875176025
3807.0,2.0043540953305485
3808.0,1.9381049718723962
3809.0,1.7461167320372237
3810.0,2.170444017252508
3811.0,1.8283272415234297
3812.0,1.7489918555936386
3813.0,1.801273964091666
3814.0,1.8686100564620054
3815.0,1.8239531473970187
3816.0,1.8275702015231081
3817.0,1.8468927172289549
3818.0,1.8069259630672916
3819.0,1.8211194771392338
3820.0,1.8625864853085288
3821.0,1.8152288014536286
3822.0,1.8283000381864372
3823.0,1.7670988765771385
3824.0,1.927974645383816
3825.0,1.8780309564450235
3826.0,1.9274117040474745
3827.0,1.9986826298168399
3828.0,2.30569755763258
3829.0,2.2674104031403837
3830.0,2.4957009793009224
3831.0,2.008869154061576
3832.0,2.0470818818720544
3833.0,1.9124224861841712
3834.0,1.8613699741065046
3835.0,1.8703553489294409
3836.0,1.9684362409843916
3837.0,1.9581292260102998
3838.0,1.9275370738184603
3839.0,1.995703995364776
3840.0,1.9614561022836101
3841.0,2.0174139272064844
3842.0,1.9239185625634407
3843.0,1.9909424968260185
3844.0,1.9444835999998997
3845.0,2.020474236753591
3846.0,2.0778158460060916
3847.0,2.040195745898052
3848.0,2.3919680105378602
3849.0,2.0866488343926295
3850.0,2.1894697345022145
