epoch_index,total_avg_tps
3790,51.27735913
3791,50.28923775
3792,47.27804095
3793,50.91947502
3794,52.14263122
3795,45.2427932
3796,53.59124587
3797,50.89434048
3798,44.86295381
3799,52.09967295
3800,50.44741499
3801,48.11657241
3802,49.90139954
3803,50.15537953
3804,51.62572967
3805,43.92021155
3806,44.68420853
3807,45.34743328
3808,35.50225387
3809,60.41019659
3810,51.86778287
3811,44.02903263
3812,56.69610956
3813,52.0131574
3814,49.58416291
3815,46.10502108
3816,46.59836757
3817,47.73469388
3818,42.32664877
3819,48.39361824
3820,51.25215648
3821,40.38573179
3822,56.19124785
3823,51.58633285
3824,46.1474686
3825,45.48952641
3826,47.59070181
3827,49.80888856
3828,43.06272508
3829,49.31485074
3830,49.39086377
3831,49.10331582
3832,49.46504089
3833,48.56602492
3834,44.81965835
3835,47.89502805
3836,46.58457523
3837,38.27586469
3838,49.78685032
3839,45.87815806
3840,41.03216008
3841,46.37046242
3842,47.37527552
3843,44.98941618
3844,37.41134752
3845,52.23385762
3846,46.72948454
3847,37.9186164
3848,49.28099632
3849,50.32901194
3850,42.42201034
